," This is a citation overview for a set of 2000 documents.",,,,,,,,,,,,,,,,,,,,,,,,,
2020,"Fabrication and characterization of in situ Zn-TiB2 nanocomposite","Guan Z., Yao G., Zeng Y., Li X.",23519789,"",48, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,6,9
2020,"Effects of nozzle geometries on 3D printing of clay constructs: Quantifying contour deviation and mechanical properties","Manikandan K., Jiang X., Singh A.A., Li B., Qin H.",23519789,"",48, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,8,11,11,22
2020,"Role of tool-substrate gap in the micro-holes formation by electrochemical discharge machining","Arab J., Mishra D.K., Dixit P.",23519789,"",48, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,5,9
2020,"Experimental investigation on the effect of crystal orientation of diamond tooling on micro laser assisted diamond turning of zinc sulfide","Navare J., Kang D., Zaytsev D., Bodlapati C., Ravindra D., Shahinian H.",23519789,"",48, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,8,5,13
2020,"Computer vision toolkit for non-invasive monitoring of factory floor artifacts","Deshpande A.M., Telikicherla A.K., Jakkali V., Wickelhaus D.A., Kumar M., Anand S.",23519789,"",48, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,9,4,13
2020,"Understanding the fundamentals of the texture and tribofilm evolution","Bapat S., Malshe A.P.",23519789,"",48, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,0,5
2020,"Resistive joining - A novel dissimilar welding method for thin sheet metals","Wang H., Wagner S., Sekol R., Chen N., Perry T., Schroth J.",23519789,"",48, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,6,0,6
2020,"Eulerian modeling of plasma-pressure driven laser impact weld processes","Gleason G., Sunny S., Sadeh S., Yu H., Malik A.",23519789,"",48, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,7,4,11
2020,"Development of a vise with built-in piezoelectric and strain gauge sensors for clamping and cutting force measurements","Rezvani S., Nikolov N., Kim C.-J., Park S.S., Lee J.",23519789,"",48, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,7
2020,"5-axis milling of complex parts with barrel-shape cutter: Cutting force model and experimental validation","Olvera D., Artetxe E., Luo M., Urbikain G.",23519789,"",48, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,4,1,5
2020,"An overview and evaluation of alternative forming processes for complex aluminium products","Welo T., Ringen G., Ma J.",23519789,"",48, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,2,11,3,14
2020,"Fault diagnosis of ball screw in industrial robots using non-stationary motor current signals","Yang Q., Li X., Wang Y., Ainapure A., Lee J.",23519789,"",48, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,8,6,14
2020,"Deep learning-based cross-machine health identification method for vacuum pumps with domain adaptation","Ainapure A., Li X., Singh J., Yang Q., Lee J.",23519789,"",48, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,10,4,14
2020,"Enhancing intelligent cross-domain fault diagnosis performance on rotating machines with noisy health labels","Ainapure A., Li X., Singh J., Yang Q., Lee J.",23519789,"",48, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,10,3,13
2020,"Deep learning-based intelligent defect detection of cutting wheels with industrial images in manufacturing","Yang S., Li X., Jia X., Wang Y., Zhao H., Lee J.",23519789,"",48, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,6,3,9
2020,"Deep learning-based intelligent process monitoring of directed energy deposition in additive manufacturing with thermal images","Li X., Siahpour S., Lee J., Wang Y., Shi J.",23519789,"",48, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,21,38,9,47
2019,"Improving of the heat supply energy efficiency in Russian cities through the individual heat points introduction","Chichirova N.D., Akhmetova I.G., Lapin K.V., Gilmanova A.R., Ion I.",25550403,"",124, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Risk management of leasing companies","Elena K., Okrepilov V.",25550403,"",110, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,0,3
2019,"The traffic effects of fixed links: Short and long-run forecast accuracy","Welde M., Tveter E., Odeck J.",23521457,"",42, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2019,"A life-cycle decision-making framework to assess the need for autonomous mobility","Hasan U., Whyte A., Al-Jassmi H.",23521457,"",42, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,6
2019,"A biometric for shark dorsal fins based on boundary descriptor matching","Coleman T., Moon J.",23987340,"",63, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2
2019,"Optimization on the deformation of circular bosses of a compressor casing wax pattern in selective laser sintering process","Qian X., Zhang Y., Yin Y., Zhou J., Shen X., Ji X.",23519789,"",37, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,0,3
2019,"Data-based PID controller design for oscillatory systems using PICS method","Zhang Y., Huynh T.T.D., Chiu M.-S.",23685433,"",0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Modeling and Assessing Future Mobility Scenarios","Coppola P., Kwagan-Kagan I.",23521457,"",42, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Ex-post evaluation of major infrastructure projects","Jong G.D., Vignetti S., Pancotti C.",23521457,"",42, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9,4,13
2019,"Travel demand matrix estimation methods integrating the full richness of observed traffic flow data from congested networks","Brederode L., Verlinden K.",23521457,"",42, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2
2019,"The wrong side of the tracks: Quantifying barrier effects of transport infrastructure on local accessibility","Eldijk J.V.",23521457,"",42, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,4
2019,"Cooperative citizen science for robot-mediated telerehabilitation","Ventura R.B., Nakayama S., Raghavan P., Nov O., Porfiri M.",23685433,"",0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Sheet metal bending with flexible tools","Zaragoza V.G., Strano M., Iorio L., Monno M.",23519789,"",29, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,1,8
2019,"Prototype implementation of temperature control system with can and freertos on stm32f407 discovery boards","Margapuri V., Neilsen M.",23987340,"",63, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2
2019,"Short term predictions of preceding vehicle speeds for connected and automated vehicles","Abnili M.Z., Azad N.L.",23685433,"",0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,3
2019,"Future mobility and land use scenarios: Impact assessment with an urban case study","Coppola P., Silvestri F.",23521457,"",42, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5,2,7
2019,"Hot deformation properties of 8006 aluminium alloy","Krallics G., Bezi Z., Bereczki P.",23519789,"",37, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3
2019,"Benchmarking public transport level-of-service using open data","Palonen T., Viri R.",23521457,"",42, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,3
2019,"Projection in a description logic of context with actions","Tirtarasa S., Zarriess B.",23987340,"",65, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2019,"Singularities, normal forms, and motion planning for non-holonomic robotic systems","Tchon K., Ratajczak J.",23685433,"",0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2019,"Processing maps for wrinkle free and quality enhanced parts by shear spinning","Childerhouse T., Long H.",23519789,"",29, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,1,4
2019,"Solving stochastic assignment to transportation networks with TVs and AVs","Cantarella G.E., Febbraro A.D., Gangi M.D., Giannattasio O.",23521457,"",42, ,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,7,3,10
2019,"Machine learning as an efficient diagnostic tool for fault detection and localization in solar photovoltaic arrays","Alajmi M., Aljahdali S., Alsaheel S., Fattah M., Alshehri M.",23987340,"",63, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,6,1,7
2019,"Objective and subjective predictors of perceived cleanliness in train stations","Vos M.C., Hagen M.V.",23521457,"",42, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,4,1,5
2019,"Numerical simulation of high-speed joining of sheet metal structures","Meschut G., Hein D., Gerkens M.",23519789,"",29, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,0,5
2019,"An investigation of mandrel-free spinning","Jawale K., Loukaides E.G.",23519789,"",29, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,3
2019,"Springback prediction and elasticity modulus variation","Aerens R., Vorkov V., Duflou J.R.",23519789,"",29, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,9,3,12
2019,"Digital human and robot simulation in automotive assembly using siemens process simulate: A feasibility study","Baskaran S., Niaki F.A., Tomaszewski M., Gill J.S., Chen Y., Jia Y., Mears L., Krovi V.",23519789,"",34, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,9,18,30,10,40
2019,"Electrochemical polishing of selective laser melted Inconel 718","Jain S., Corliss M., Tai B., Hung W.N.",23519789,"",34, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,8,21,12,33
2019,"Experimental investigation of oil mist assisted cooling on orthogonal cutting of Ti6Al4V","Mane S., Ramchandani J., Marla D., Joshi S.S.",23519789,"",34, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,5,2,7
2019,"Deposition group-based toolpath planning for additive manufacturing with multiple robotic actuators","Cai Y., Choi S.H.",23519789,"",34, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,5,5,10
2019,"Manufacturing and characterization of Zn-WC as potential biodegradable material","Guan Z., Pan S., Linsley C., Li X.",23519789,"",34, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,9,3,12
2019,"Process-monitoring-for-quality - A model selection criterion for support vector machine","Escobar C.A., Morales-Menendez R.",23519789,"",34, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,5,1,6
2019,"Low velocity impact of ABS after shot peening predefined layers during additive manufacturing","Hadidi H., Mailand B., Sundermann T., Johnson E., Madireddy G., Negahban M., Delbreilh L., Sealy M.",23519789,"",34, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,5,9
2019,"An evaluation of data size reduction techniques for improving the reliability of cloud-based CNC for a 3D printer","Lu X., Kumaravelu G., Okwudire C.E.",23519789,"",34, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,4,0,4
2019,"Rotary ultrasonic surface machining of CFRP composites: Effects of horizontal ultrasonic vibration","Wang H., Hu Y., Cong W., Burks A.R.",23519789,"",34, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,4,1,5
2019,"Machine learning classification for tool life modeling using production shop-floor tool wear data","Karandikar J.",23519789,"",34, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,13,5,18
2019,"Feature-based supervision of shear cutting processes on the basis of force measurements: Evaluation of feature engineering and feature extraction","Hoppe F., Hohmann J., Knoll M., Kubik C., Groche P.",23519789,"",34, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,14,7,21
2019,"Hybrid fabrication of biomimetic meniscus scaffold by 3D printing and parallel electrospinning","Sooriyaarachchi D., Wu J., Feng A., Islam M., Tan G.Z.",23519789,"",34, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11,4,15
2019,"Nanosecond pulsed laser processing turns engineering metal alloys antireflective and superwicking","Samanta A., Wang Q., Singh G., Shaw S.K., Toor F., Ratner A., Ding H.",23519789,"",34, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,5,0,5
2019,"Optimal composition of tasks in cloud manufacturing platform: A novel hybrid GWO-GA approach","Bouzary H., Chen F.F., Shahin M.",23519789,"",34, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,2,10
2019,"Process planning for hybrid additive and subtractive manufacturing to integrate machining and directed energy deposition","Chen N., Frank M.",23519789,"",34, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,11,21,10,31
2019,"Electrochemical micromachining behavior on 17-4 PH stainless steel using different electrolytes","Thakur A., Tak M., Mote R.G.",23519789,"",34, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,7,1,8
2019,"Vibration analysis utilizing unsupervised learning","Wescoat E., Krugh M., Henderson A., Goodnough J., Mears L.",23519789,"",34, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,8,1,9
2019,"Effect of tool path complexity on top burrs in micromilling","Khan K., Varghese A., Dixit P., Joshi S.S.",23519789,"",34, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,4,11
2019,"An approach to improve interface healing in FFF-3D printed Ultem 1010 using laser pre-deposition heating","Han P., Tofangchi A., Deshpande A., Zhang S., Hsu K.",23519789,"",34, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,9,20,13,33
2019,"Special issue of journal of manufacturing systems on new trends in manufacturing systems research","Fratini L., Ragai I., Wang L.",23519789,"",34, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Determination of process induced dimensional variations of ceramic parts, 3d printed by extrusion of a powder-binder feedstock","Strano M., Rane K., Herve G., Tosi A.",23519789,"",34, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,7,2,9
2019,"Inverse material characterization through finite element simulation of material tests and numerical optimization","Zhang H., Guo C., Chen Y.",23519789,"",34, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,3
2019,"Modeling of flange-mounted force sensor frequency response function for inverse filtering of forces in robotic milling","Nguyen V., Melkote S.N.",23519789,"",34, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,6,1,7
2019,"Non-dimensional process maps for normalized dilution limits in laser direct metal deposition","Vundru C., Singh R., Yan W., Karagadde S.",23519789,"",34, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,4,1,5
2019,"Implementation of hybrid additive manufacturing based on extrusion of feedstock and milling","Parenti P., Cataldo S., Grigis A., Covelli M., Annoni M.",23519789,"",34, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,8,3,11
2019,"Life cycle assessment for food production and manufacturing: Recent trends, global applications and future prospects","Ahmad S., Wong K.Y., Ahmad R.",23519789,"",34, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,7,9,16
2019,"Evaluating manufacturing workforce development initiatives in Georgia","Rumsey A., Morehouse J.B., Densmore C.",23519789,"",34, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Iteration-based error compensation for a worn grinding wheel in solid cutting tool flute grinding","Liu X., Chen Z., Ji W., Wang L.",23519789,"",34, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,7,0,7
2019,"In-situ thermal imaging for single layer build time alteration in large- scale polymer additive manufacturing","Borish M., Post B.K., Roschli A., Chesser P.C., Love L.J., Gaul K.T., Sallas M., Tsiamis N.",23519789,"",34, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,10,2,12
2019,"Wear of structural oxide ceramics produced through additive manufacturing","Schiltz J., Rosenberger A., Render T., Gatrell B.A., Qu H., Steiner C., McGinn P., Schmid S.",23519789,"",34, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,7,1,8
2019,"A framework for optimizing process parameters in powder bed fusion (PBF) process using artificial neural network (ANN)","Marrey M., Malekipour E., El-Mounayri H., Faierson E.J.",23519789,"",34, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,11,28,15,43
2019,"Iterative learning control of single point incremental sheet forming process using digital image correlation","Fischer J.D., Woodside M.R., Gonzalez M.M., Lutes N.A., Bristow D.A., Landers R.G.",23519789,"",34, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,8,2,10
2019,"Material stiffness and cutting parameters for honeycomb aluminum sandwich panel: A comparison with bulk material","Yip-Hoi D., Gill D., Gahan J., Travis G., MacKaay L.",23519789,"",34, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,8,3,11
2019,"Methodology of using PAAW and the underlying support network of an L-PBF part to facilitate machining","De Meter E., Chow K.H., Marsh E.",23519789,"",34, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3
2019,"A neural network approach for chatter prediction in turning","Cherukuri H., Perez-Bernabeu E., Selles M.A., Schmitz T.L.",23519789,"",34, ,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,4,4,18,4,22
2019,"Layerless additive manufacturing of metal alloy lattices using immiscible- interface assisted direct metal drawing","He L., Fei F., Wang W., Song X.",23519789,"",34, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Air flow and chip removal in minimum quantity lubrication drilling","Stephenson D.A., Hughey E., Hasham A.A.",23519789,"",34, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,10,1,11
2019,"Design and topology optimization of 3D-printed wax patterns for rapid investment casting","Wang J., Sama S.R., Lynch P.C., Manogharan G.",23519789,"",34, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,16,31,8,39
2019,"Flexible rolling of rotational symmetric tailored blanks with a two-sided thickness profile","Vogel M., Merklein M.",23519789,"",34, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2019,"Applying ultrasonic vibration during single-point and two-point incremental sheet forming","Cheng R., Wiley N., Short M., Liu X., Taub A.",23519789,"",34, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,2,12,5,17
2019,"Deposition path planning for material extrusion using specified orientation fields","Kubalak J.R., Wicks A.L., Williams C.B.",23519789,"",34, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,2,11
2019,"Special issue of journal of manufacturing processes on new trends in manufacturing processes research","Fratini L., Ragai I., Wang L.",23519789,"",34, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"An investigation of liquid metal lubrication during electrically-assisted incremental forming of titanium","Grimma T.J., Ragaia I.",23519789,"",34, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,7,0,7
2019,"Incorporating local offset in the global offset method and optimization process for error compensation in machine tools","Gu J., Agapiou J.S.",23519789,"",34, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,1,4
2019,"Characterization and modeling of deposition geometry in directed energy deposition over inclined surfaces","Alya S., Vundru C., Ankamreddy B., Singh R.",23519789,"",34, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,14,7,21
2019,"Failure behavior of different sheet metals after passing a drawbead","Schmid H., Hetz P., Merklein M.",23519789,"",34, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,4
2019,"An experimental investigation into plate-to-roll patterning with solid- state superionic stamping","Chen P.-J., Qian B., Barna S.F., Mensing G., Ferreira P.",23519789,"",34, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2
2019,"Structural design optimization of knee replacement implants for Additive Manufacturing","Peto M., Ramirez-Cedillo E., Hernandez A., Siller H.R.",23519789,"",34, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,9,4,13
2019,"Preface","Fratini L., Ragai I., Wang L.",23519789,"",34, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Surface texturing of Tribological Interfaces - An Experimental Analysis","Niketha S., Samuelb G.L.",23519789,"",34, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2
2019,"Three-dimensional nanomolds fabrication for nanoimprint lithography","Deng J., Zhou H., Dong J., Cohen P.",23519789,"",34, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,1,4
2019,"A mechanical evaluation of an overaged aluminum metal-matrix-composite (2009 Al/SiC/15p MMC)","Flanagan S., Main J., Lynch P., Vanderwiel C., Roth J.T.",23519789,"",34, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,4,2,6
2019,"Laser ablation of polymers: A review","Ravi-Kumar S., Lies B., Lyu H., Qin H.",23519789,"",34, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,12,20,13,33
2019,"3D printing and characterization of hydroxypropyl methylcellulose and methylcellulose for biodegradable support structures","Polamaplly P., Cheng Y., Shi X., Manikandan K., Kremer G.E., Qin H.",23519789,"",34, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,7,12,10,22
2019,"Part separation technique for assembly-based design in additive manufacturing using genetic algorithm","Deka A., Behdad S.",23519789,"",34, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,10,5,15
2019,"Displacement-based dynamometer for milling force measurement","Gomez M.F., Schmitz T.L.",23519789,"",34, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,14,6,20
2019,"A reverse CAD approach for estimating geometric and mechanical behavior of FDM printed parts","Rupal B.S., Mostafa K.G., Wang Y., Qureshi A.J.",23519789,"",34, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,15,6,21
2019,"Thermo-fluid topology optimization and experimental study of conformal cooling channels for 3D printed plastic injection molds","Jahan S., Wu T., Shin Y., Tovar A., El-Mounayri H.",23519789,"",34, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,7,13,8,21
2019,"Produced using the hybrid metal extrusion &amp; bonding (HYB) process - Part I: Bend test results","Sandnes L., Romere L., Berto F., Welo T., Grong O.",23519789,"",34, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,2,8,0,8
2019,"Localized electrochemical deposition using ultra-high frequency pulsed power","Manukyan N., Kamaraj A., Sundaram M.",23519789,"",34, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,4,9
2019,"Investigation of the mechanical punch loads during fine blanking of high-strength steels with cemented carbide","Baer O., Feuerhack A., Voigts H., Bergs T.",23519789,"",34, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7,2,9
2019,"Effect of microstructure on electrochemical dissolution characteristics of titanium alloys in electrochemical micromachining","Tak M., Singh S., Mote R.G.",23519789,"",34, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,4,2,6
2019,"Ferromagnetic particle structuring in material jetting - Manufacturing control system and software development","Eufracio Aguilera A.F., Nagarajan B., Fleck B.A., Qureshi A.J.",23519789,"",34, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,8,0,8
2019,"Design of functionally graded lattice structures using B-splines for additive manufacturing","Goel A., Anand S.",23519789,"",34, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,3,11,7,18
2019,"Process-monitoring-for-quality - A model selection criterion for l1-regularized logistic regression","Escobar C.A., Morales-Menendez R.",23519789,"",34, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,5,0,5
2019,"A shape modification app and cyber-physical framework for collaborative manufacturing","Cecil J., Ramanathan J., Huynh J.",23519789,"",34, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,3
2019,"Integrated traditional and additive manufacturing production profitability model","Nagulpelli K.S., King R.E., Warsing D.",23519789,"",34, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,5,2,7
2019,"Multi-sensor data fusion for online quality assurance in flash welding","Chen Y., Su S., Li Q., Yang H.",23519789,"",34, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,5,0,5
2019,"Micro array hole formation in glass using electrochemical discharge machining","Arab J., Adhale P., Mishra D.K., Dixit P.",23519789,"",34, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,3,13,5,18
2019,"A recurrent neural network architecture for failure prediction in deep drawing sensory time series data","Meyes R., Donauer J., Schmeing A., Meisen T.",23519789,"",34, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,9,16,2,18
2019,"Adaptive repair and digitization for hybrid manufacturing","Kim M.J., Praniewicz M., Kurfess T.R., Saldana C.",23519789,"",34, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,4
2019,"Experimental investigation and numerical simulation of micro-EDM of bulk metallic glass with focus on crater sizes","Liu C., Duong N., Jahan M.P., Ma J., Kirwin R.",23519789,"",34, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,16,5,21
2019,"Feasibility of metal additive manufacturing for fabricating custom surgical instrumentation for hip and knee implants","Nahata S., Ozdoganlar O.B.",23519789,"",34, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,7,2,9
2019,"Simulation approach for three-point plastic bending of additively manufactured Hastelloy X sheets","Rosenthal S., Hahn M., Tekkaya A.E.",23519789,"",34, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,6,2,8
2019,"Multi-droplet splat solidification with re-melting during precision droplet manufacturing","Michaelis M.",23519789,"",34, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Ultrasonic vibration turning to increase the deposition efficiency of a silica-based sol-gel coating","Bertolini R., Bruschi S., Ghiotti A., Pezzato L.",23519789,"",34, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,3
2019,"Optimization of electrostatic powder coat cure oven process: A capstone senior design research project","Glick N., Shareef I.",23519789,"",34, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
2019,"Product planning system for manufacture-oriented modeling of freeform bend tubes produced by three-roll-push-bending","Groth S., Frohn P., Engel B.",23519789,"",34, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,7,3,10
2019,"Provisioned data distribution for intelligent manufacturing via fog computing","Sherlekar R., Starly B., Cohen P.H.",23519789,"",34, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,6,0,6
2019,"Analysis of geometric accuracy and thickness reduction in multistage incremental sheet forming using digital image correlation","Gonzalez M.M., Lutes N.A., Fischer J.D., Woodside M.R., Bristow D.A., Landers R.G.",23519789,"",34, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,9,3,12
2019,"Cyber-physical security research efforts in manufacturing - A literature review","Elhabashy A.E., Wells L.J., Camelio J.A.",23519789,"",34, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,7,14,6,20
2019,"In-process microstructure tuning in solid-state ambient condition metal direct manufacturing","Deshpande A., Tofangchi A., Hsu K.",23519789,"",34, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2019,"Electroplastic effect on AA1050 plastic flow behavior in H24 tempered and fully annealed conditions","Simonetto E., Bruschi S., Ghiotti A.",23519789,"",34, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7,8
2019,"Study the effect of changing the surface roughness and the laser focus distance to the aluminum appearance using picosecond laser","Qahtani F., Shrotriya P.",23519789,"",34, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2
2019,"The sliding friction contact frequency response function","Kossack C., Ziegert J., Schmitz T.",23519789,"",34, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,0,4
