," This is a citation overview for a set of 2000 documents.",,,,,,,,,,,,,,,,,,,,,,,,,
2016,"Long-term fructose intake increases adipogenic potential: Evidence of direct effects of fructose on adipocyte precursor cells","Zubiria M.G., Alzamendi A., Moreno G., Rey M.A., Spinedi E., Giovambattista A.",20726643,"Nutrients",8, 4,0,0,0,0,0,0,0,0,0,0,1,5,1,6,4,7,3,27,1,28
2016,"First Neogene skulls of Doedicurinae (Xenarthra, Glyptodontidae): morphology and phylogenetic implications","Zurita A.E., Taglioretti M., de los Reyes M., Oliva C., Scaglia F.",08912963,"Historical Biology",28, 3,0,0,0,0,0,0,0,0,0,1,2,2,2,0,2,4,0,13,3,16
2016,"[Locally invasive papillary thyroid carcinoma with tracheal invasion. Oncological treatment and subsequent remote tracheoplasty due to tracheal anastomotic dehiscence, Carcinoma papilar de tiroides localmente invasivo en tráquea. Tratamiento oncológico y posterior traqueoplastia alejada por dehiscencia de anastomosis traqueal]","Zund S., Patane K., Califano I., Calabretta M., Lupo E.",03264610,"Revista Argentina de Endocrinologia y Metabolismo",53, 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Regarding the real diversity of Glyptodontidae (Mammalia, Xenarthra) in the late Pliocene (Chapadmalalan Age/Stage) of Argentina","Zurita A.E., Taglioretti M., de los Reyes M., Cuadrelli F., Poire D.",00013765,"Anais da Academia Brasileira de Ciencias",88, 2,0,0,0,0,0,0,0,0,0,0,1,3,3,1,3,4,1,16,8,24
2016,"TWISTED DWARF1 Mediates the Action of Auxin Transport Inhibitors on Actin Cytoskeleton Dynamics","Zhu J., Bailly A., Zwiewka M., Sovero V., Di Donato M., Ge P., Oehri J., Aryal B., Hao P., Linnert M., Burgardt N.I., Lucke C., Weiwad M., Michel M., Weiergraber O.H., Pollmann S., Azzarello E., Mancuso S., Ferro N., Fukao Y., Hoffmann C., Wedlich-Soldner R., Friml J., Thomas C., Geisler M.",10404651,"Plant Cell",28, 4,0,0,0,0,0,0,0,0,0,0,2,6,9,8,13,9,8,55,12,67
2016,"Shock compression of [001] single crystal silicon","Zhao S., Hahn E.N., Kad B., Remington B.A., Bringa E.M., Meyers M.A.",19516355,"European Physical Journal: Special Topics",225, 2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,0,3
2016,"Economic plant-wide control design with backoff estimations using internal model control","Zumoffen D.A., Braccia L., Marchetti A.G.",09591524,"Journal of Process Control",40, ,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,1,9,0,9
2016,"Ultrastructural study of the female gametophyte and the epistase in Cabombaceae and Nymphaeaceae","Zini L.M., Galati B.G., Ferrucci M.S., Zarlavsky G., Rosenfeldt S.",03672530,"Flora: Morphology, Distribution, Functional Ecology of Plants",220, ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3,0,3
2016,"Controlled deposition of Pd and in on carbon fibers by sequential electroless plating for the catalytic reduction of nitrate in water","Zoppas F.M., Marchesini F.A., Devard A., Bernardes A.M., Miro E.E.",15667367,"Catalysis Communications",78, ,0,0,0,0,0,0,0,0,0,0,0,2,7,2,8,5,1,25,4,29
2016,"Schools and families: School choice and formation of elites in present-day Argentina","Ziegler S.",,"Elite Schools: Multiple Geographies of Privilege",, ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
2016,"March consultation #6","Zaldivar R.",08863350,"Journal of Cataract and Refractive Surgery",42, 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"[First record of the genus Nopachtus (Xenarthra: Cingulata: Glyptodontidae) in Uruguay, Primeros registros del género Nopachtus (Xenarthra: Cingulata: Glyptodontidae) en Uruguay]","Zamorano M., Torino P., Rinderknecht A., Perea D.A.",18703453,"Revista Mexicana de Biodiversidad",87, 1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,5,0,5
2016,"Synthesis of organotin substituted tricyclic macrodiolides","Zacconi F.C., Ocampo R.A., Podesta J.C., Koll L.C.",01035053,"Journal of the Brazilian Chemical Society",27, 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2016,"Atlantic Forest replacement by non-native tree plantations: Comparing aboveground necromass between native forest and pine plantation ecosystems","Zaninovich S.C., Fontana J.L., Gatti M.G.",03781127,"Forest Ecology and Management",363, ,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,1,3,15,3,18
2016,"Rac1/p21-activated kinase pathway controls retinoblastoma protein phosphorylation and E2F transcription factor activation in B lymphocytes","Zaldua N., Llavero F., Artaso A., Galvez P., Lacerda H.M., Parada L.A., Zugaza J.L.",1742464X,"FEBS Journal",283, 4,0,0,0,0,0,0,0,0,0,0,1,2,5,0,3,1,1,13,4,17
2016,"Revision Distal Femoral Arthroplasty With the Compress ® Prosthesis Has a Low Rate of Mechanical Failure at 10 Years","Zimel M.N., Farfalli G.L., Zindman A.M., Riedel E.R., Morris C.D., Boland P.J., Healey J.H.",0009921X,"Clinical Orthopaedics and Related Research",474, 2,0,0,0,0,0,0,0,0,0,0,3,3,7,4,5,9,3,34,9,43
2016,"Daclatasvir plus simeprevir with or without ribavirin for the treatment of chronic hepatitis C virus genotype 1 infection","Zeuzem S., Hezode C., Bronowicki J.-P., Loustaud-Ratti V., Gea F., Buti M., Olveira A., Banyai T., Al-Assi M.T., Petersen J., Thabut D., Gadano A., Pruitt R., Makara M., Bourliere M., Pol S., Beumont-Mauviel M., Ouwerkerk-Mahadevan S., Picchio G., Bifano M., Mcphee F., Boparai N., Cheung K., Hughes E.A., Noviello S.",01688278,"Journal of Hepatology",64, 2,0,0,0,0,0,0,0,0,0,0,8,12,5,5,3,1,1,35,0,35
2016,"Amorphization and nanocrystallization of silicon under shock compression","Zhao S., Hahn E.N., Kad B., Remington B.A., Wehrenberg C.E., Bringa E.M., Meyers M.A.",13596454,"Acta Materialia",103, ,0,0,0,0,0,0,0,0,0,0,9,11,13,15,10,12,15,85,20,105
2016,"[The Writing Assessment at the End of Primary Education according to TERCE and ONE, La Evaluación de la Escritura a la Finalización de la Escolaridad Primaria según las Pruebas TERCE y ONE]","Zabaleta V., Roldan L.A., Centeleghe M.E.",16964713,"REICE. Revista Iberoamericana Sobre Calidad, Eficacia y Cambio en Educacion",14, 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2016,"High Willingness to Use HIV Pre-Exposure Prophylaxis among Transgender Women in Argentina","Zalazar V., Aristegui I., Kerr T., Marshall B.D.L., Romero M., Sued O., Socias M.E.",2380193X,"Transgender Health",1, 1,0,0,0,0,0,0,0,0,0,0,0,0,2,6,3,3,0,14,5,19
2016,"MHD simulations of coronal dark downflows considering thermal conduction","Zurbriggen E., Costa A., Esquivel A., Schneiter M., Cecere M.",17439213,"Proceedings of the International Astronomical Union",12, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"[Frontier towns in the process of territorialization in Argentina during the 19th century, Les villages de frontière dans le processus de territorialisation de la pampa argentine au XIXe siècle]","Yuln M., Harry H.",11417161,"Cahiers des Ameriques Latines",2016-, 81,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
2016,"[Gender equality: Why is Brazil moving backwards?, Igualdade de gênero: Por que o Brasil vive retrocessos?, La igualdad de género: ¿Por qué Brasil está experimentando retrocesos?]","Zanatta L.F., Grein M.I., Alvarez-Dardet C., de Moraes S.P., da Silva Bretas J.R., Ruiz-Cantero M.T., Roses M.",0102311X,"Cadernos de Saude Publica",32, 8,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,2,1,8,0,8
2016,"[Saturniidae, sphingidae and geometridae (lepidoptera) of yabotí biosphere reserve (argentina) and surroundings, Saturniidae, sphingidae y geometridae (lepidoptera) de la reserva de la biósfera yabotí (argentina) y sus alrededores]","Zapata A.I., Chalup A.E., Beccacece H.M., San Blas D.G., Drewniak M.E., Villafane N.A.",01200488,"Revista Colombiana de Entomologia",42, 2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2
2016,"Affecting factors and recent improvements of the photochemical reflectance index (pri) for remotely sensing foliar, canopy and ecosystemic radiation-use efficiencies","Zhang C., Filella I., Garbulsky M.F., Penuelas J.",20724292,"Remote Sensing",8, 9,0,0,0,0,0,0,0,0,0,0,0,10,5,15,16,13,10,69,8,77
2016,"The Neuropteris ovata frond and its cyclopteroids: Micromorphology-spectrochemistry-fractal taxonomy: Propositions for restructuring and taxonomy (Pennsylvanian, Canada)","Zodrow E.L., D'Angelo J.A., Cleal C.J.",12141119,"Bulletin of Geosciences",91, 4,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,1,8,1,9
2016,"[Changes in the food and beverage consumption pattern in Argentina, 1996-2013, Cambios en el patrón de consumo de alimentos y bebidas en Argentina, 1996-2013]","Zapata M.E., Rovirosa A., Carmuega E.",16692381,"Salud Colectiva",12, 4,0,0,0,0,0,0,0,0,0,0,1,1,4,3,2,2,6,19,2,21
2016,"[Etnohistory in buenos aires university: A walk through 30 years of investigations, La etnohistoria en la universidad de buenos aires: Un recorrido por 30 años de investigaciones]","Zanolli C., Ramos A., Estruch D., Costilla J.",07162278,"Dialogo Andino",1, 49,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
