2019,"Variable aperture horn antenna for millimeter wave wireless communications","Lewis E., Billa L.R., Letizia R., Paoloni C.",,"12th UK-Europe-China Workshop on Millimeter Waves and Terahertz Technologies, UCMMT 2019",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"A New Concept for Multi-Beam Phased Array","Tan B.-K., Garrett J.D., Yassin G.",,"12th UK-Europe-China Workshop on Millimeter Waves and Terahertz Technologies, UCMMT 2019",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2019,"Effects of Tolerance Fabrication of Extended Interaction Oscillator Based on Pseudospark-sourced Sheet Electron Beam at 0.35 THz","Xie J., Yin H., Zhang L., Ronald K., Phelps A.D.R., He W., Shu G., Zhao J., Chen X., Alfadhl Y., Zhang J., Cross A.W.",,"12th UK-Europe-China Workshop on Millimeter Waves and Terahertz Technologies, UCMMT 2019",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"A Weighted Late Fusion Framework for Recognizing Human Activity from Wearable Sensors","Tsanousa A., Meditskos G., Vrochidis S., Kompatsiaris I.",,"10th International Conference on Information, Intelligence, Systems and Applications, IISA 2019",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,7,3,10
2019,"IISA 2019 Chairs' Message","",,"10th International Conference on Information, Intelligence, Systems and Applications, IISA 2019",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Graph-XLL: A Graph Library for Extra Large Graph Analytics on a Single Machine","Wu J., Srinivasan V., Thomo A.",,"10th International Conference on Information, Intelligence, Systems and Applications, IISA 2019",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"A NoSQL Approach for Aspect Mining of Cultural Heritage Streaming Data","Vonitsanos G., Kanavos A., Mohasseb A., Tsolis D.",,"10th International Conference on Information, Intelligence, Systems and Applications, IISA 2019",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,0,5
2019,"A Tangible Programming Language for the Educational Robot Thymio","Mussati A., Giang C., Piatti A., Mondada F.",,"10th International Conference on Information, Intelligence, Systems and Applications, IISA 2019",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,7,3,10
2019,"A Methodology for Saving Energy in Educational Buildings Using an IoT Infrastructure","Mylonas G., Amaxilatis D., Tsampas S., Pocero L., Gunneriusson J.",,"10th International Conference on Information, Intelligence, Systems and Applications, IISA 2019",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,2,6
2019,"IstiABot, an open source mobile robot for education and research","Guyonneau R., Mercier F.",,"12th International Workshop on Robot Motion and Control, RoMoCo 2019 - Workshop Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2
2019,"Cooperative control of integrator negative imaginary systems with application to rendezvous multiple mobile robots","Skeik O., Hu J., Arvin F., Lanzon A.",,"12th International Workshop on Robot Motion and Control, RoMoCo 2019 - Workshop Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,7,5,12
2019,"Collision-free navigation of N-trailer vehicles with motion constraints","Guevara L., Torres-Torriti M., Cheein F.A.",,"12th International Workshop on Robot Motion and Control, RoMoCo 2019 - Workshop Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,0,3
2019,"Sensor lattices: Structures for comparing information feedback","Lavalle S.M.",,"12th International Workshop on Robot Motion and Control, RoMoCo 2019 - Workshop Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3
2019,"On stabilization of nonlinear systems with drift by time-varying feedback laws","Zuyev A., Grushkovskaya V.",,"12th International Workshop on Robot Motion and Control, RoMoCo 2019 - Workshop Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,5,0,5
2019,"Preface","",,"12th International Workshop on Robot Motion and Control, RoMoCo 2019 - Workshop Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Welcome Messages","",,"11th International Conference on Advanced Computational Intelligence, ICACI 2019",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"An online variational inference and ensemble based multi-label classifier for data streams","Nguyen T.T.T., Nguyen T.T., Liew A.W.-C., Wang S.-L., Liang T., Hu Y.",,"11th International Conference on Advanced Computational Intelligence, ICACI 2019",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,1,4
2019,"Spectral Analysis of Output Voltage for Buck and Boost DC-DC Converter","Zlatev Z., Hinov N.",,"10th National Conference with International Participation, ELECTRONICA 2019 - Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Scatter-and-gather revisited: High-performance side-channel-resistant AES on GPUs","Lin Z., Mathur U., Zhou H.",,"12th Workshop on General Purpose Processing using GPUs, GPGPU 2019 - Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,3,9,0,9
2019,"KNN-joins using a hybrid approach: Exploiting CPU/GPU workload characteristics","Gowanlock M.",,"12th Workshop on General Purpose Processing using GPUs, GPGPU 2019 - Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,7,0,7
2019,"100 Interesting case studies in neurointervention: Tips and Tricks","Gupta V., Puri A.S., Parthasarathy R.",,"100 Interesting Case Studies in Neurointervention: Tips and Tricks",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2019,"Mathematical model of message delivery in a mobile Ad Hoc network","Konstantinov I., Polshchykov K., Lazarev S., Polshchykova O.",,"11th IEEE International Conference on Application of Information and Communication Technologies, AICT 2017 - Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,1,5
2019,"Profiling a many-core neuromorphic platform","Sugiarto I., Plana L.A., Temple S., Bhattacharya B.S., Furber S.B., Camilleri P.",,"11th IEEE International Conference on Application of Information and Communication Technologies, AICT 2017 - Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,3,0,3
2019,"A Case Study of Digital Transformation of Danish Public Services: Actors and Policies","Scupola A.",,"11th CMI International Conference, 2018: Prospects and Challenges Towards Developing a Digital Economy within the EU, PCTDDE 2018",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2
2019,"K*(892)0 production in p+p interactions at 158 GeV/c from NA61/SHINE","Tefelska A.",,"12th International Workshop on Critical Point and Onset of Deconfinement, CPOD 2018",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Nuclear correlations and modifications of the nucleon-nucleon potential due to the QCD critical mode","Torres-Rincon J.M., Shuryak E.",,"12th International Workshop on Critical Point and Onset of Deconfinement, CPOD 2018",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Quantized first-order phase transition and two sets of critical end point in droplet quark matter","Xu K., Huang M.",,"12th International Workshop on Critical Point and Onset of Deconfinement, CPOD 2018",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
2019,"Critical end points in (2+1)-flavor QCD with imaginary chemical potential","Goswami J., Karsch F., Lahiri A., Neumann M., Schmidt C.",,"12th International Workshop on Critical Point and Onset of Deconfinement, CPOD 2018",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"QCD equation of state at finite baryon density with fugacity expansion","Vovchenko V., Steinheimer J., Philipsen O., Stoecker H.",,"12th International Workshop on Critical Point and Onset of Deconfinement, CPOD 2018",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Adjoint-based multi-point and multi-objective optimization of a turbocharger radial turbine","Mueller L., Verstraete T.",,"13th European Turbomachinery Conference on Turbomachinery Fluid Dynamics and Thermodynamics, ETC 2019",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,3,12,3,15
2019,"Off-diagonal cumulants of net-charge, net-proton and net-kaon multiplicity distributions in Au+Au collisions at sNN = 7.7-200 GeV from STAR","Chatterjee A.",,"12th International Workshop on Critical Point and Onset of Deconfinement, CPOD 2018",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,2
2019,"Benchmark values for the net proton number fluctuations","Tomasik B., Melo I., Laffers L., Bleicher M.",,"12th International Workshop on Critical Point and Onset of Deconfinement, CPOD 2018",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"High density matter physics at J-PARC-HI","Sakaguchi T.",,"12th International Workshop on Critical Point and Onset of Deconfinement, CPOD 2018",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2019,"Critical behavior and net-charge fluctuations from lattice QCD∗","Karsch F.",,"12th International Workshop on Critical Point and Onset of Deconfinement, CPOD 2018",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,5,9
2019,"The analysis of using MGGH in flue gas desulphurization (fgd) system in cement plant","Wang M.",,"11th International Conference on Environmental Pollution and Public Health, EPPH 2019",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2019,"New results on spectra and fluctuations from NA61/SHINE","Grebieszkow K.",,"12th International Workshop on Critical Point and Onset of Deconfinement, CPOD 2018",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,4,1,5
2018,"Chairman's message","Grether R.O.",,"10th ITU Academic Conference Kaleidoscope: Machine Learning for a 5G Future, ITU K 2018",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"A machine learning management model for QoE enhancement in next-generation wireless ecosystems","Ibarrola E., Davis M., Voisin C., Close C., Cristobo L.",,"10th ITU Academic Conference Kaleidoscope: Machine Learning for a 5G Future, ITU K 2018",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,7,1,8
2018,"A deep reinforcement learning approach for data migration in multi-access edge computing","De Vita F., Bruneo D., Puliafito A., Nardini G., Virdis A., Stea G.",,"10th ITU Academic Conference Kaleidoscope: Machine Learning for a 5G Future, ITU K 2018",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,7,20,8,28
2018,"Foreword","Lee C.",,"10th ITU Academic Conference Kaleidoscope: Machine Learning for a 5G Future, ITU K 2018",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Big data technology for scientific applications","Suciu G., Anwar M., Rogojanu I., Pasat A., Stanoiu A.",,"11th ROLCG Conference on Grid, Cloud and High-Performance Computing in Science - Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,6,0,6
2018,"Short-Term Load Forecasting Using Optimized LSTM Networks Based on EMD","Li T., Wang B., Zhou M., Zhang L., Zhao X.",,"10th International Conference on Communications, Circuits and Systems, ICCCAS 2018",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,10,6,16
2018,"Preface","Li S.",,"10th International Conference on Communications, Circuits and Systems, ICCCAS 2018",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Performances of C-V2X Communication on Highway under Varying Channel Propagation Models","Wang D., Sattiraju R.R., Schotten H.D.",,"10th International Conference on Communications, Circuits and Systems, ICCCAS 2018",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,6,2,8
2018,"Data-Driven Based Optimal Output-Feedback Control of Continuous-Time Systems","Li Z., Wu T., Na J., Zhao J., Gao G., Herrmann G.",,"10th International Conference on Modelling, Identification and Control, ICMIC 2018",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2018,"Fuzzy logic model to support risk assessment in innovation ecosystems","Abreu A., Duarte Moleiro Martins J., Calado J.M.F.",,"13th APCA International Conference on Control and Soft Computing, CONTROLO 2018 - Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,8,1,15,1,16
2018,"Numerical simulation of torsional response control of a plan-eccentric mass distribution building by using magnetorheological dampers","Braz-Cesar M.T., Folhento P.L.P., Barros R.C.",,"13th APCA International Conference on Control and Soft Computing, CONTROLO 2018 - Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Predictive data mining in nutrition therapy","Ferreira D., Peixoto H., Machado J., Abelha A.",,"13th APCA International Conference on Control and Soft Computing, CONTROLO 2018 - Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,7,1,8
2018,"Cooperative human-machine interaction in industrial environments","Antao L., Pinto R., Reis J., Goncalves G., Pereira F.L.",,"13th APCA International Conference on Control and Soft Computing, CONTROLO 2018 - Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,4,1,5
2018,"A novel control strategy based on predictive control for a bidirectional interleaved three-phase converter","Monteiro V., Sousa T.J.C., Martins J.S., Fernandes J.C.A., Afonso J.L.",,"13th APCA International Conference on Control and Soft Computing, CONTROLO 2018 - Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2018,"Optimization conditions for some fractional problems","Almeida R.",,"13th APCA International Conference on Control and Soft Computing, CONTROLO 2018 - Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Performance evaluation of a proportional-integral with proportional-derivative feedforward voltage control for UPSs","Sousa T.J.C., Monteiro V., Martins J.S., Aparicio Fernandes J.C., Afonso J.L.",,"13th APCA International Conference on Control and Soft Computing, CONTROLO 2018 - Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"The secrets of segway revealed to students: Revisiting the inverted pendulum","Perdicoulis T.-P.A., Dos Santos P.L.",,"13th APCA International Conference on Control and Soft Computing, CONTROLO 2018 - Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2
2018,"Clustering of Gaussian random vector fields in multiple trajectory modelling","Barao M., Marques J.S.",,"13th APCA International Conference on Control and Soft Computing, CONTROLO 2018 - Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2
2018,"Fast cosine transform for FCC lattices","Seifert B., Huper K., Uhl C.",,"13th APCA International Conference on Control and Soft Computing, CONTROLO 2018 - Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
2018,"Path planning trajectories in fluid environments","Machado L., Leite F.S., Monteiro M.T.T.",,"13th APCA International Conference on Control and Soft Computing, CONTROLO 2018 - Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
2018,"Multi-Kalman filter to wind power forecasting","Salgado P., Igrejas G., Afonso P.",,"13th APCA International Conference on Control and Soft Computing, CONTROLO 2018 - Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,1,5
2018,"Fuzzy controller optimization using a genetic algorithm for non-collocated semi-active MR based control of a three-DOF framed struture","Braz-Cesar M.T., Folhento P.L.P., Barros R.C.",,"13th APCA International Conference on Control and Soft Computing, CONTROLO 2018 - Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2
2018,"Navigation system for mobile robots using PCA-based localization from ceiling depth images: Experimental validation","Carreira F., Calado J., Cardeira C., Oliveira P.",,"13th APCA International Conference on Control and Soft Computing, CONTROLO 2018 - Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,2
2018,"On the state-space realization of 2-periodic image behaviors","Napp D., Pereira R., Pinto R., Rocha P., Aleixo J.C.",,"13th APCA International Conference on Control and Soft Computing, CONTROLO 2018 - Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Welcome to ICCSE","",,"13th International Conference on Computer Science and Education, ICCSE 2018",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Design of a Ka-band microwave undulator","Zhang L., He W., Clarke J., Ronald K., Phelps A.D.R., Cross A.W.",,"11th UK-Europe-China Workshop on Millimeter Waves and Terahertz Technologies, UCMMT 2018 - Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"A Review of Measurement Capabilities at Millimetre and Submillimetre Wavelengths at the UK's National Physical Laboratory","Shang X., Ridler N., Clarke R., Naftaly M.",,"11th UK-Europe-China Workshop on Millimeter Waves and Terahertz Technologies, UCMMT 2018 - Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Design of Electrically Small, Huygens Dipole Antenna with Quad-Polarization Diversity","Tang M.-C., Wu Z., Ziolkowski R.W.",,"11th UK-Europe-China Workshop on Millimeter Waves and Terahertz Technologies, UCMMT 2018 - Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2018,"Output Measurements of a Highly Overmoded W-band Source","Maclachlan A.J., Phipps A.R., Robertson C.W., Yin H., Zhang L., Cross A.W., Phelps A.D.R.",,"11th UK-Europe-China Workshop on Millimeter Waves and Terahertz Technologies, UCMMT 2018 - Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Measurement of W-band gyro-TWA with wide bandwidth input signal","Zhang L., Donaldson C.R., Cross A.W., He W., Cain P.",,"11th UK-Europe-China Workshop on Millimeter Waves and Terahertz Technologies, UCMMT 2018 - Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Transforming acoustic characteristics to deceive playback spoofing countermeasures of speaker verification systems","Fang F., Yamagishi J., Echizen I., Sahidullah M., Kinnunen T.",,"10th IEEE International Workshop on Information Forensics and Security, WIFS 2018",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,6,0,6
2018,"EPE-based huge-capacity reversible data hiding in encrypted images","Puteaux P., Puech W.",,"10th IEEE International Workshop on Information Forensics and Security, WIFS 2018",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,10,11,26,10,36
2018,"A randomized kernel-based secret image sharing scheme","Tej A.R., Raviteja R., Pankajakshan V.",,"10th IEEE International Workshop on Information Forensics and Security, WIFS 2018",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Are deep neural networks good for blind image watermarking?","Vukotic V., Chappelier V., Furon T.",,"10th IEEE International Workshop on Information Forensics and Security, WIFS 2018",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,7,4,15,5,20
2018,"A multi-task learning CNN for image steganalysis","Yu X., Tan H., Liang H., Li C.-T., Liao G.",,"10th IEEE International Workshop on Information Forensics and Security, WIFS 2018",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,8,0,8
2018,"Adaptive steganography in the noisy channel with dual-syndrome trellis codes","Kin-Cleaves C., Ker A.D.",,"10th IEEE International Workshop on Information Forensics and Security, WIFS 2018",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,10,3,13
2018,"Gender effect on face recognition for a large longitudinal database","Werther C., Ferguson M., Park K., Kling T., Chen C., Wang Y.",,"10th IEEE International Workshop on Information Forensics and Security, WIFS 2018",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2018,"Exploitation of redundancy for pattern estimation of copy-sensitive two level QR code","Tkachenko I., Destruel C.",,"10th IEEE International Workshop on Information Forensics and Security, WIFS 2018",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,7,0,7
2018,"Message from General and Technical Program Chairs","Yuen P.C., Huang J., Kumar A.",,"10th IEEE International Workshop on Information Forensics and Security, WIFS 2018",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"The algorithm of formation of a training set for an artificial neural network for image segmentation","Belim S.V., Larionov S.V.",,"12th International Scientific and Technical Conference ""Dynamics of Systems, Mechanisms and Machines"", Dynamics 2018",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Severity Level of Permissions in Role-Based Access Control","Belim S.V., Bogachenko N.F., Kabanov A.N.",,"12th International Scientific and Technical Conference ""Dynamics of Systems, Mechanisms and Machines"", Dynamics 2018",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"MesoNet: A compact facial video forgery detection network","Afchar D., Nozick V., Yamagishi J., Echizen I.",,"10th IEEE International Workshop on Information Forensics and Security, WIFS 2018",, ,0,0,0,0,0,0,0,0,0,0,0,0,1,14,103,182,212,512,201,713
2018,"PI anti-windup speed control of permanent magnet synchronous motor based on feedforward compensation","Zhetpissov Y., Kaibaldiyev A., Do T.D.",,"12th International Conference ELEKTRO 2018, 2018 ELEKTRO Conference Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,4,0,4
2018,"Direct-torque control system design using maximum torque per ampere method for interior permanent magnet synchronous motors","Nurtay B., Duisenbay B., Do T.D.",,"12th International Conference ELEKTRO 2018, 2018 ELEKTRO Conference Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,6,0,6
2018,"On registration of vector maps with known correspondences","Jelinek A.",,"12th International Conference ELEKTRO 2018, 2018 ELEKTRO Conference Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
2018,"Towards the development of a wearable temperature sensor based on a ferroelectric capacitor","Hannah S., Gleskova H., Matuska S., Hudec R.",,"12th International Conference ELEKTRO 2018, 2018 ELEKTRO Conference Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,0,3
2018,"A privacy-preserving method with flexible charging schedules for electric vehicles in the smart grid","Afrin S., Kwasinski A.",,"11th IEEE International Conference on Advanced Networks and Telecommunications Systems, ANTS 2017",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,2
2018,"Experimental evaluation of youtube performance on MPTCP-based LTE-WLAN integration","",,"11th IEEE International Conference on Advanced Networks and Telecommunications Systems, ANTS 2017",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
2018,"SmartARM: A smartphone-based group activity recognition and monitoring scheme for military applications","Mukherjee A., Misra S., Mangrulkar P., Rajarajan M., Rahulamathavan Y.",,"11th IEEE International Conference on Advanced Networks and Telecommunications Systems, ANTS 2017",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,7,2,9
2018,"Privacy-preserving blockchain based IoT ecosystem using attribute-based encryption","Rahulamathavan Y., Phan R.C.-W., Rajarajan M., Misra S., Kondoz A.",,"11th IEEE International Conference on Advanced Networks and Telecommunications Systems, ANTS 2017",, ,0,0,0,0,0,0,0,0,0,0,0,0,7,19,19,39,43,127,22,149
2018,"Evaluating the applicability of bandwidth allocation models for EON slot allocation","Duraes G.M., Fontinele A.C., Soares A.B., Reale R.F., Bezerra R., Martins J.S.B.",,"11th IEEE International Conference on Advanced Networks and Telecommunications Systems, ANTS 2017",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,4,0,4
2018,"Multiple service chain placement and routing in a network-enabled cloud","Gupta A., Jaumard B., Tornatore M., Das G., Mukherjee B.",,"11th IEEE International Conference on Advanced Networks and Telecommunications Systems, ANTS 2017",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2018,"Enhanced RFID tag detection accuracy using distributed antenna arrays","Ndifon A.M., Crisp M.J., Penty R.V., White I.H.",,"12th Annual IEEE International Conference on RFID, RFID 2018",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,7,0,7
2018,"Wireless quantization index modulation: Enabling communication through existing signals","Kapetanovic Z., Talla V., Parks A., Qian J., Smith J.R.",,"12th Annual IEEE International Conference on RFID, RFID 2018",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,3
2018,"Employing the model based systems engineering methodologies to develop a domain specific language for contracting of infrastructure projects","Shirvani F., Perez P., Campbell P., Beydoun G.",,"12th Annual IEEE International Systems Conference, SysCon 2018 - Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3,0,3
2018,"Wide-area lustre file system using LNet routers","Rao N.S.V., Imam N., Hanley J., Oral S.",,"12th Annual IEEE International Systems Conference, SysCon 2018 - Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,4,2,6
2018,"A radio-fingerprinting-based vehicle classification system for intelligent traffic control in smart cities","Sliwa B., Haferkamp M., Al-Askary M., Dorn D., Wietfeld C.",,"12th Annual IEEE International Systems Conference, SysCon 2018 - Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,4,0,4
2018,"Verification and validation of the consistency between multi-domain system models","Missaoui S., Mhenni F., Choley J.-Y., Nguyen N.",,"12th Annual IEEE International Systems Conference, SysCon 2018 - Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,7,1,8
2018,"High latency cause detection using multilevel dynamic analysis","Ezzati-Jivan N., Bastien G., Dagenais M.R.",,"12th Annual IEEE International Systems Conference, SysCon 2018 - Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,3
2018,"A model-based approach to security analysis for cyber-physical systems","Bakirtzis G., Carter B.T., Elks C.R., Fleming C.H.",,"12th Annual IEEE International Systems Conference, SysCon 2018 - Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,4,1,15,4,19
2018,"VM processes state detection by hypervisor tracing","Nemati H., Dagenais M.R.",,"12th Annual IEEE International Systems Conference, SysCon 2018 - Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,4,0,4
2018,"Two-dimensional Pareto frontier forecasting for technology planning and roadmapping","Yuskevich I., Vingerhoeds R., Golkar A.",,"12th Annual IEEE International Systems Conference, SysCon 2018 - Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,5,0,5
2018,"A systems approach for eliciting mission-centric security requirements","Carter B.T., Bakirtzis G., Elks C.R., Fleming C.H.",,"12th Annual IEEE International Systems Conference, SysCon 2018 - Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,4,1,12,1,13
2018,"Optimization of systems with nested design space","Zimmermann A., Maschotta R., Wichmann A., Hilbrich R.",,"12th Annual IEEE International Systems Conference, SysCon 2018 - Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,2
2018,"System-in-the-loop design space exploration for efficient communication in large-scale IoT-based warehouse systems","Falkenberg R., Drenhaus J., Sliwa B., Wietfeld C.",,"12th Annual IEEE International Systems Conference, SysCon 2018 - Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,4,1,5
2018,"A game-theoretic framework for concurrent technology roadmap planning using best-response techniques","Smirnova K., Golkar A., Vingerhoeds R.",,"12th Annual IEEE International Systems Conference, SysCon 2018 - Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,5,0,5
2018,"Overcoming the difficulty of large-scale CGH generation on multi-GPU cluster","Baba T., Ohkawa T., Watanabe S., Ootsu K., Jackin B.J., Yokota T., Hayasaki Y., Yatagai T.",,"11th Workshop on General Purpose Processing using GPUs, GPGPU 2018 - Proceedings",2018-, ,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,2
