2020,"Burmese amber reveals a new stem lineage of whirligig beetle (Coleoptera: Gyrinidae) based on the larval stage","Gustafson G.T., Michat M.C., Balke M.",00244082,"Zoological Journal of the Linnean Society",189, 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,3,8
2020,"The International Academy of Health Sciences Informatics (IAHSI): IMIAs Academy is Now Established and on Track","Haux R., Ball M.J., Kimura M., Martin-Sanchez F., Otero P., Huesing E., Koch S., Lehmann C.U.",23640502,"Yearbook of medical informatics",29, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2020,"Challenges and Best Practices in Ethical Review of Human and Organizational Factors Studies in Health Technology: a Synthesis of Testimonies","Peute L.W., Lichtner V., Baysari M.T., Hagglund M., Homco J., Jansen-Kosterink S., Jauregui I., Kaipio J., Kuziemsky C.E., Lehnbom E.C., Leite F., Lesselroth B., Luna D., Otero C., Pedersen R., Pelayo S., Santos R., Silva N.-A., Tyllinen M., Van Velsen L., Zheng W.Y., Jaspers M., Marcilly R.",23640502,"Yearbook of medical informatics",29, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,1,5
2020,"International Academy of Health Sciences Informatics (IAHSI): Strategy and Focus Areas, 1st Version","Martin-Sanchez F., Ball M.J., Kimura M., Otero P., Huesing E., Lehmann C.U., Haux R.",23640502,"Yearbook of medical informatics",29, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2
2020,"Ethics in Telehealth: Comparison between Guidelines and Practice-based Experience -the Case for Learning Health Systems","Kuziemsky C.E., Hunter I., Gogia S.B., Lyenger S., Kulatunga G., Rajput V., Subbian V., John O., Kleber A., Mandirola H.F., Florez-Arango J., Al-Shorbaji N., Meher S., Udayasankaran J.G., Basu A.",23640502,"Yearbook of medical informatics",29, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,10,6,16
2020,"How and when melanic coloration is an advantage for lizards: the case of three closely-related species of Liolaemus","Moreno Azocar D.L., Nayan A.A., Perotti M.G., Cruz F.B.",09442006,"Zoology",141, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,5,10
2020,"Early Report on the Impact of COVID-19 Outbreak in Neurosurgical Practice Among Members of the Latin American Federation of Neurosurgical Societies","Soriano Sanchez J.A., Perilla Cepeda T.A., Zenteno M., Campero A., Yampolsky C., Varela M.L., Soto Garcia M.E., Romero Rangel J.A.I.",18788750,"World Neurosurgery",140, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,8,15,1,16
2020,"Beliefs and preferences regarding biological treatments for severe asthma","Bikov A., Oguzulgen I.K., Baiardini I., Contoli M., Emelyanov A., Fassio O., Ivancevich J.C., Kaidashev I., Kowal K., Labor M., Lahousse L., Mihaicuta S., Novakova S., Padilla Galo A., Simidchiev A., Tiotiu A., Ansotegui I.J., Bernstein J.A., Boulet L.P., Canonica G.W., Dubuske L., Rosario N., Santus P., Braido F., Ardelean C., Badellino H., Blua A., Castillo A., Carpagnano Giovanna E., Chong-Neto Herberto J., Colodenco F.D., Md Colombaro D., Correia-De-Sousa J., Di Marco F., Dobashi K., Garcia R., Gomez R.M., Gopko O., Guidos G., Hajduk M., Hermanowicz-Salamon J., Heffler E., Karadag B., Kalyoncu A.F., Keren M., Kolilekas L., Kocwin M., Krusheva B., Larenas Linnemann D., Litovchenko I., Marcipar A., Meza L.E., Nedeva D., Novakova P., Plavec D., Popovic-Grle S., Puggioni F., Pur Oziygit L., Rodrigez N., Ryan D., Ruzsics I., Scichilone N., Serpa F., Steiropoulos P., Solidoro P., Turkalj M., Umanets T., Victorio C.F., Zubeldia J.M., Yachnyk V., Zitt M.",19394551,"World Allergy Organization Journal",13, 7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,5
2020,"Year-long trends of airborne pollen in Argentina: More research is needed","Ramon G.D., Vanegas E., Felix M., Barrionuevo L.B., Kahn A.M., Bertone M., Reyes M.S., Gaviot S., Ottaviano C., Cherrez-Ojeda I.",19394551,"World Allergy Organization Journal",13, 7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,4
2020,"Letter to the Editor: Is COVID-19 the Cause of Delayed Surgical Treatment of Spine Trauma in Latin America?","Cabrera J.P., Yurac R., Guiroy A., Carazzo C.A., Joaquim A.F., Zamorano J.J., Valacco M.",18788750,"World Neurosurgery",139, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,4
2020,"Intestinal Ca2+absorption revisited: A molecular and clinical approach","Areco V.A., Kohan R., Talamoni G., Tolosa De Talamoni N.G., Peralta Lopez M.E.",10079327,"World Journal of Gastroenterology",26, 24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6,5,11
2020,"Convergent evolution and possible constraint in the posterodorsal retraction of the external nares in pelagic crocodylomorphs","Young M.T., Sachs S., Abel P., Foffa D., Herrera Y., Kitson J.J.N.",00244082,"Zoological Journal of the Linnean Society",189, 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,7,6,13
2020,"Redescription of the female, male, larva and pupa of Sabethes (Sabethoides) glaucodaemon (Dyar &amp; Shannon) (Diptera: Culicidae) and description of the female genitalia","Stein M., Bangher D.N., Neves M.S.A.S., Alvarez C.N.",11755326,"Zootaxa",4789, 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Variations in the phytoremediation efficiency of metal-pollutedwater with salvinia biloba: Prospects and toxicological impacts","Emiliani J., Oyarce W.G.L., Bergara C.D., Salvatierra L.M., Novo L.A.B., Perez L.M.",20734441,"Water (Switzerland)",12, 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12,6,18
2020,"Model sensitivity during extreme positive and negative surges in the río de la plata estuary: Highlighting the need for an appropriate hindcast/forecast system","Dinapoli M.G., Simionato C.G., Moreira D.",08828156,"Weather and Forecasting",35, 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,5,1,6
2020,"Contribution of mean climate to hot temperature extremes for present and future climates","Di Luca A., de Elia R., Bador M., Argueso D.",22120947,"Weather and Climate Extremes",28, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,11,16,10,26
2020,"Training to Teach Science: Experimental Evidence from Argentina","Albornoz F., Albornoz F., Anauati M.V., Furman M., Furman M., Luzuriaga M., Podesta M.E., Taylor I.",02586770,"World Bank Economic Review",34, 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,6,0,6
2020,"New record of the soft-bodied genus Franciscideres (Kinorhyncha) from Argentina, with notes on its movement and morphological variation","Rucci K.A., Neuhaus B., Bulnes V.N., Cazzaniga N.J.",11755326,"Zootaxa",4780, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,0,5
2020,"Medical management of metabolic and cardiovascular complications after liver transplantation","Becchetti C., Dirchwolf M., Banz V., Dufour J.-F.",10079327,"World Journal of Gastroenterology",26, 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,16,5,21
2020,"Unravelling interspecific relationships among highland lizards: First phylogenetic hypothesis using total evidence of the Liolaemus montanus group (Iguania: Liolaemidae)","Abdala C.S., Quinteros A.S., Semhan R.V., Bulacios Arroyo A.L., Schulte J., Paz M.M., Ruiz-Monachesi M.R., Laspiur A., Aguilar-Kirigin A.J., Gutierrez Poblete R., Valladares Faundez P., Valdes J., Portelli S., Santa Cruz R., Aparicio J., Garcia N., Langstroth R.",00244082,"Zoological Journal of the Linnean Society",189, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,12,3,15
2020,"On Parameterizing Soil Evaporation in a Direct Remote Sensing Model of ET: PT-JPL","Marshall M., Tu K., Andreo V.",00431397,"Water Resources Research",56, 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,2,9
2020,"Comparison of diatom paleo-assemblages with adjacent Limno-terrestrial communities on Vega Island, Antarctic Peninsula","Bulinova M., Kohler T.J., Kavan J., de Vijver B.V., Nyvlt D., Nedbalova L., Coria S.H., Lirio J.M., Kopalova K.",20734441,"Water (Switzerland)",12, 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,3,7
2020,"COVID-19, asthma, and biological therapies: What we need to know","Morais-Almeida M., Aguiar R., Martin B., Ansotegui I.J., Ebisawa M., Arruda L.K., Caminati M., Canonica G.W., Carr T., Chupp G., Corren J., Davila I., Park H.-S., Hanania N.A., Rosenwasser L., Sanchez-Borges M., Virchow J.C., Yanez A., Bernstein J.A., Caraballo L., Chang Y.-S., Chikhladze M., Fiocchi A., Gonzalez-Diaz S.N., Tanno L.K., Levin M., Ortega-Martell J.A., Passalacqua G., Peden D.B., Rouadi P.W., Sublett J.L., Wong G.W.K., Bleecker E.R.",19394551,"World Allergy Organization Journal",13, 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,40,19,74,10,84
2020,"Application of a methodology to design a municipal waste pre-collection network in real scenarios","Cavallin A., Rossit D.G., Herran Symonds V., Rossit D.A., Frutos M.",0734242X,"Waste Management and Research",38, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,8,3,11
2020,"Sequencing of systemic treatment for hepatocellular carcinoma: Second line competitors","Pinero F., Silva M., Iavarone M.",10079327,"World Journal of Gastroenterology",26, 16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,6,14,4,18
2020,"The South African genus Lepthercus Purcell, 1902 (Araneae: Mygalomorphae): Phylogeny and taxonomy","Rios-Tamayo D., Lyle R.",11755326,"Zootaxa",4766, 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,4
2020,"Cost-effective removal of COD in the pre-treatment of wastewater from the paper industry","Boguniewicz-Zablocka J., Klosok-Bazan I., Naddeo V., Mozejko C.A.",02731223,"Water Science and Technology",81, 7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,10,9,19
2020,"ECOSTRESS: NASA's Next Generation Mission to Measure Evapotranspiration From the International Space Station","Fisher J.B., Lee B., Purdy A.J., Halverson G.H., Dohlen M.B., Cawse-Nicholson K., Wang A., Anderson R.G., Aragon B., Arain M.A., Baldocchi D.D., Baker J.M., Barral H., Bernacchi C.J., Bernhofer C., Biraud S.C., Bohrer G., Brunsell N., Cappelaere B., Castro-Contreras S., Chun J., Conrad B.J., Cremonese E., Demarty J., Desai A.R., De Ligne A., Foltynova L., Goulden M.L., Griffis T.J., Grunwald T., Johnson M.S., Kang M., Kelbe D., Kowalska N., Lim J.-H., Mainassara I., McCabe M.F., Missik J.E.C., Mohanty B.P., Moore C.E., Morillas L., Morrison R., Munger J.W., Posse G., Richardson A.D., Russell E.S., Ryu Y., Sanchez-Azofeifa A., Schmidt M., Schwartz E., Sharp I., Sigut L., Tang Y., Hulley G., Anderson M., Hain C., French A., Wood E., Hook S.",00431397,"Water Resources Research",56, 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,48,70,132,51,183
2020,"Valorization of two agroindustrial wastes to produce alpha-amylase enzyme from Aspergillus oryzae by solid-state fermentation","Melnichuk N., Braia M.J., Anselmi P.A., Meini M.-R., Romanini D.",0956053X,"Waste Management",106, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,17,40,20,60
2020,"Assessment of ECMWF SEAS5 seasonal forecast performance over South America","Gubler S., Sedlmeier K., Bhend J., Avalos G., Coelho C.A.S., Escajadillo Y., Jacques-Coper M., Martinez R., Schwierz C., de Skansi M., Spirig C.",08828156,"Weather and Forecasting",35, 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,14,24,11,35
2020,"Genetic structure of the Chagas disease vector Triatoma infestans (Hemiptera: Reduviidae) based on nuclear and mitochondrial DNA sequences","Fernandez C.J., Gonzalez-Ittig R.E., Garcia B.A.",00244082,"Zoological Journal of the Linnean Society",188, 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2
2020,"Exact and heuristic approaches for multi-objective garbage accumulation points location in real scenarios","Rossit D.G., Toutouh J., Nesmachnow S.",0956053X,"Waste Management",105, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,9,23,7,30
2020,"The grasshoppers (Orthoptera, Acridomorpha) from the Mitaraka Mountain Range, French Guiana","Pocco M.E., Cigliano M.M.",12809551,"Zoosystema",42, 7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,0,3
2020,"Field Chemical Immobilization of Andean and Pampas Cats in the High-Altitude Andes","Tellaeche C.G., Reppucci J.I., Luengos Vidal E.M., Clifford D.L., Lucherini M.",00917648,"Wildlife Society Bulletin",44, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2
2020,"International expert consensus on the management of allergic rhinitis (AR) aggravated by air pollutants: Impact of air pollution on patients with AR: Current knowledge and future strategies","Naclerio R., Ansotegui I.J., Bousquet J., Canonica G.W., D'Amato G., Rosario N., Pawankar R., Peden D., Bergmann K.-C., Bielory L., Caraballo L., Cecchi L., Cepeda S.A.M., Chong Neto H.J., Galan C., Gonzalez Diaz S.N., Idriss S., Popov T., Ramon G.D., Ridolo E., Rottem M., Songnuan W., Rouadi P.",19394551,"World Allergy Organization Journal",13, 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,27,26,62,22,84
2020,"Description of the last-instar larva of Zenithoptera lanei Santos, 1941 (Odonata: Libellulidae)","Rippel C.G., Neiss U.G., Palacio A.D.E.L., Schroder N.M., Fleck G., Hamada N., Marti D.A., Schweigmann N.J.",11755326,"Zootaxa",4732, 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Particle dynamics in Ushuaia Bay (Tierra del Fuego)-Potential effect on dissolved oxygen depletion","Melo X.F., Martin J., Kerdel L., Bourrin F., Colloca C.B., Menniti C., de Madron X.D.",20734441,"Water (Switzerland)",12, 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,9,16,25
2020,"Changes in planktivory and herbivory regimes in a shallow South American lake (Lake Blanca Chica, Argentina) over the last 250 years","Carrozzo D., Musazzi S., Lami A., Cordoba F.E., Sagrario M.A.G.",20734441,"Water (Switzerland)",12, 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,3
2020,"A WAO — ARIA — GA2LEN consensus document on molecular-based allergy diagnosis (PAMD@): Update 2020","Ansotegui I.J., Melioli G., Canonica G.W., Gomez R.M., Jensen-Jarolim E., Ebisawa M., Luengo O., Caraballo L., Passalacqua G., Poulsen L.K., Savi E., Zuberbier T., Villa E., Oppenheimer J., Asero R., Bernstein J., Bousquet J., Cardona V., Cox L., Demoly P., Ferreira F., Giavina Bianchi P., Gonzalez Diaz S., Jakob T., Kase Tanno L., Kleine-Tebbe J., Levin M., Martin B., Matricardi P.M., Monge Ortega O.P., Morais Almeida M., Nunes C., Ortega Martell J.A., Renz H., Rosario Filho N., Rouadi P., Ruiba A., Sampson H., Sanchez Borges M., Scala E., Schmid-Grendelmeier P., Senna G.-E., Sisul J.C., Tang M.L.K., Valenta R., van Hage M., Wong G.W.K., Yanez A.",19394551,"World Allergy Organization Journal",13, 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,23,22,55,21,76
2020,"IgE allergy diagnostics and other relevant tests in allergy, a World Allergy Organization position paper","Ansotegui I.J., Melioli G., Canonica G.W., Caraballo L., Villa E., Ebisawa M., Passalacqua G., Savi E., Ebo D., Gomez R.M., Luengo Sanchez O., Oppenheimer J.J., Jensen-Jarolim E., Fischer D.A., Haahtela T., Antila M., Bousquet J.J., Cardona V., Chiang W.C., Demoly P.M., DuBuske L.M., Ferrer Puga M., Gerth van Wijk R., Gonzalez Diaz S.N., Gonzalez-Estrada A., Jares E., Kalpaklioglu A.F., Kase Tanno L., Kowalski M.L., Ledford D.K., Monge Ortega O.P., Morais Almeida M., Pfaar O., Poulsen L.K., Pawankar R., Renz H.E., Romano A.G., Rosario Filho N.A., Rosenwasser L., Sanchez Borges M.A., Scala E., Senna G.-E., Sisul J.C., Tang M.L.K., Thong B.Y.-H., Valenta R., Wood R.A., Zuberbier T.",19394551,"World Allergy Organization Journal",13, 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,52,81,152,56,208
2020,"Qorimayus, a new genus of relictual, high-altitude harvestmen from western Argentina (Arachnida, Opiliones, Gonyleptidae) reveals trans-Andean phylogenetic links","Acosta L.E.",11755326,"Zootaxa",4722, 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,0,4
2020,"The operative management in Bariatric Acute Abdomen (OBA) survey: Long-term complications of bariatric surgery and the emergency surgeon's point of view","De Simone B., Ansaloni L., Sartelli M., Kluger Y., Abu-Zidan F.M., Biffl W.L., Heyer A., Coccolini F., Baiocchi G.L., Campanile F.C., Mario D., Raziel A., Zaccaroni A., Tarasconi A., Dazzi A., Lasithiotakisi K., Maccatrozzo S., Ioannidis O., Pata F., Waledziak M., Dogjani A., Ariffin A.C., Khokha V., Kho L., Kessel B., Negoi I., Lostoridis E., Conti L., Ponchietti L., Papadia F.S., Ghilardi G., Calu V., Bilecik T., Alemu B.N., Reichert M., Hutan M., Seretis C., Radu M., Gomes C.A., Karateke F., Da Fonseca V.C., Isik A., Nikolopoulos I., Fomin A., Ghnnam W., Sydorchuk R., Paolillo C., Sagnotta A., Solaini L., Sawyer R.G., Spain D.A., McFarlane M., Arvieux C., Litvin A., Pereira B.M., Maurel T.G., Barberis A., Gachabayov M., O'Connor D.B., Cruz D.R., Colak E., Mesina C., Manzano-Nunez R., Abdelkarim, Pintar T., Koshy R., Triantos G., Gautam S., Guner A., Demetrashvili Z., Ordonez C.A., Manatakis D.K., Chiarugi M., Buonomo L., Major P., Hecker A., Roberts D.J., Cherry-Bukowiec J.R., Das K., Costanzi A., van Goor H., Kok K.Y.Y., Martinez-Perez A., Villa R., Fattori L., Nita G.E., Damaskos D., Yuan K.-C., Lizarazu A., Kelly M.D., Di Carlo I., Ceresoli M., Galleano R., Herzog, Chatzakis C., Bala M., Piscioneri F., Bonilauri S., Lohse H.A.S., Smirnov D., Kim D., Martina F., Bruni G., Campanelli G., Cavalli M., Kong V., Michalopoulos N., Cui Y., Diana M.",17497922,"World Journal of Emergency Surgery",15, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,6,1,7
2020,"The Kawashima Operation With Simultaneous Preparation for Transcatheter Fontan-Kreutzer Completion","Lugones I., Junco N., Biancolini M.F., Martinez I.A., Damsky Barbosa J.",21501351,"World Journal for Pediatric and Congenital Heart Surgery",11, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2020,"Waste Pickers at the Heart of the Circular Economy: A Perspective of Inclusive Recycling from the Global South","Gutberlet J., Carenzo S.",23997117,"Worldwide Waste",3, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,11,21
2020,"Engagement and social acceptance in genome editing for human benefit: Reflections on research and practice in a global context","Carter L., Barbosa S., Pare Toe L., Thizy D., Vaz M.",2398502X,"Wellcome Open Research",5, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2020,"Sustainable urbanization in Patagonia to address climate change and country NDCs: A case study of a mixed coastal urbanization project","Perez D., Perez L., Perez A., Abramian J.",1746448X,"WIT Transactions on Ecology and the Environment",249, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Valuation of Viticultural Adaptation to Climate Change in Vineyards: A Discrete Choice Experiment to Prioritize Trade-Ofs Perceived by Citizens","Farreras V., Abraham L.",22133968,"Wine Economics and Policy",9, 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"The proposal of a gssp for the berriasian stage (cretaceous system): Part 2","Wimbledon W.A.P., Rehakova D., Svobodova A., Elbra T., Schnabl P., Pruner P., Sifnerova K., Kdyr S., Frau C., Schnyder J., Galbrun B., Vankova L., Dzyuba O., Copestake P., Hunt C.O., Riccardi A., Poulton T.P., Bulot L.G., de Lena L.",18967876,"Volumina Jurassica",18, 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,3,11
2020,"A review of the classification of jurassic aspidoceratid ammonites - The superfamily aspidoceratoidea","Parent H., Schweigert G., Scherzinger A.",18967876,"Volumina Jurassica",18, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,6,0,6
2020,"The proposal of a GSSP for the berriasian stage (Cretaceous System): Part 1","Wimbledon W.A.P., Rehakova D., Svobodova A., Elbra T., Schnabl P., Pruner P., Sifnerova K., Kdyr S., Dzyuba O., Schnyder J., Galbrun B., Kostak M., Vankova L., Copestake P., Hunt C.O., Riccardi A., Poulton T.P., Bulot L.G., Frau C., de Lena L.",18967876,"Volumina Jurassica",18, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,14,5,19
2020,"Sympolymnia, a new genus of Neotropical ant-like spider, with description of two new species and indirect evidence for transformational mimicry (Araneae, Salticidae, Simonellini)","Perger R., Rubio G.D.",14351935,"Zoosystematics and Evolution",96, 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,8,2,10
2020,"Knowledge and perceptions regarding triage among human papillomavirus–tested women: A qualitative study of perspectives of low-income women in Argentina","Victoria S.A., Racquel E K., Lucila S., Melisa P., Viswanath K., Silvina A.",17455057,"Women's Health",16, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,0,5
2020,"Language and Territory–Part I","Magadan C., Rizzo F., Kleifgen J.A.",00437956,"Word",66, 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Exotic-looking neotropical tischeriidae (Lepidoptera) and their host plants","Stonis J.R., Diskus A., Remeikis A., Solis M.A., Katinas L.",13132989,"ZooKeys",2020, 970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,3,12,1,13
2020,"Analysis of a series resonant AC/DC converter with integral cycle mode control for high frequency AC distribution systems","Cendoya M.G., Mantz R.J.",17905060,"WSEAS Transactions on Power Systems",15, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Modelling of chlorophyll-a and microcystis aeruginosa decay under the effect of different oxidants in culture media","Juarez I., Aranda J.O., Goni S., Crettaz-Minaglia M.C., Sedan D., Andrinolo D., Lombardo T., Blanco G., Giannuzzi L.",03784738,"Water SA",46, 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,3
2020,"Parameter sensitivity of the wrf–letkf system for assimilation of radar observations: Imperfect-model observing system simulation experiments","Maldonado P., Ruiz J., Saulo C.",08828156,"Weather and Forecasting",35, 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,4,6
2020,"Ceriantharia (Cnidaria) of the world: An annotated catalogue and key to species","Stampar S.N., Reimer J.D., Maronna M.M., Lopes C.S.S., Ceriello H., Santos T.B., Acuna F.H., Morandini A.C.",13132989,"ZooKeys",2020, 952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,4
2020,"Five new species of aspidiotini (Hemiptera, diaspididae, aspidiotinae) from argentina, with a key to argentine species","Schneider S.A., Claps L.E., Wei J., Normark R.D., Normark B.B.",13132989,"ZooKeys",2020, 948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
2020,"Crumpling and buckling in membranes with hexagonal phase","Pezzutti A., Araujo G.",19918747,"WSEAS Transactions on Applied and Theoretical Mechanics",15, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2020,"Ultrafiltration, a cost-effective solution for treating surface water to potable standard","Cuartucci M.",1751231X,"Water Practice and Technology",15, 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6,3,9
2020,"Estimating evapotranspiration in a semi-arid catchment: A comparison of hydrological modelling and remote-sensing approaches","Bugan R., Garcia C.L., Jovanovic N., Teich I., Fink M., Dzikiti S.",03784738,"Water SA",46, 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,5
2020,"Integration and diversity of the caviomorph mandible (Rodentia: Hystricomorpha): Assessing the evolutionary history through fossils and ancestral shape reconstructions","Alvarez A., Ercoli M.D., Verzi D.H.",00244082,"Zoological Journal of the Linnean Society",188, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6,4,10
2020,"A new ichthyosaur from the Late Jurassic of north-west Patagonia (Argentina) and its significance for the evolution of the narial complex of the ophthalmosaurids","Campos L., Fernandez M.S., Herrera Y.",00244082,"Zoological Journal of the Linnean Society",188, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,3,14,1,15
2020,"Sorbent Materials Characterization Based on Mechanical or Thermal Pretreated Montmorillonite Modified by Surfactant Loading for Improved Chromium Retention","Morantes C.F., Yarza F., Montes M.L., Mercader R.C., Curutchet G., Torres Sanchez R.M.",00496979,"Water, Air, and Soil Pollution",231, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,4,1,5
2020,"The influence of locomotion and habitat use on tendo-muscular units of an anuran clade (Anura, Diphyabatrachia)","Fratani J., Ponssa M.L., Rada M., Abdala V.",00445231,"Zoologischer Anzeiger",284, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,3
2020,"Diamantina: An endemic new genus of Neotropical Atalophlebiinae (Ephemeroptera: Leptophlebiidae) evidenced by morphological and molecular data","Salles F.F., Nascimento J.M.C., Monjardim M., Paresque R., Hamada N., Dominguez E.",00445231,"Zoologischer Anzeiger",284, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,5,0,5
2019,"Detailed experimental and numerical characterization of turbulent flow in components of a water treatment plant","Ragessi I.M., Garcia C.M., Damian S.M., Piacenza C.P., Cantero M.I.",02731223,"Water Science and Technology",80, 11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,3
2019,"Fish Structure in Channel Networks of a Large Anabranching Floodplain: Effect of Isolation/Connection Processes","Abrial E., Espinola L.A., Amsler M.L., Rabuffetti A.P., Latosinski F.G., Szupiany R.N., Eurich M.F., Blettler M.C.M.",00431397,"Water Resources Research",55, 12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,4
2019,"Control of cystic echinococcosis: Background and prospects","Larrieu E., Gavidia C.M., Lightowlers M.W.",18631959,"Zoonoses and Public Health",66, 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,23,48,12,60
2019,"Variability and predictability of winter cold nights in Argentina","Collazo S., Barrucand M., Rusticucci M.",22120947,"Weather and Climate Extremes",26, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,6,1,7
2019,"Autochthonous dissolved organic matter potentially fuels methane ebullition from experimental lakes","Zhou Y., Zhou L., Zhang Y., Garcia de Souza J., Podgorski D.C., Spencer R.G.M., Jeppesen E., Davidson T.A.",00431354,"Water Research",166, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,20,42,14,56
2019,"The Role of Collapsed Bank Soil on Tidal Channel Evolution: A Process-Based Model Involving Bank Collapse and Sediment Dynamics","Zhao K., Gong Z., Xu F., Zhou Z., Zhang C.K., Perillo G.M.E., Coco G.",00431397,"Water Resources Research",55, 11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,6,14,3,17
2019,"Estimation of chlorophyll-a concentration using Landsat 8 in the Cassaffousth reservoir","Ledesma M.M., Bonansea M., Ledesma C.R., Rodriguez C., Carreno J., Pinotti L.",16069749,"Water Science and Technology: Water Supply",19, 7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,0,3
